[Connect DataFile][1.1]
Date:;09.12.2025
Time:;14:33:56,533
Unit:;°C
Resolution:;0,0125
Values:;4
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;
00:00:04,575;55,2;55,2;34,4;57,3;
00:00:04,587;55,0;55,0;34,3;57,2;
00:00:04,600;55,1;55,1;34,3;57,2;
00:00:04,612;55,1;55,1;34,3;57,2;
00:00:04,625;55,1;55,1;34,5;57,3;
00:00:04,637;55,2;55,2;34,6;57,2;
00:00:04,650;55,1;55,1;34,4;57,1;
00:00:04,662;55,1;55,1;34,6;57,4;
00:00:04,675;55,1;55,1;34,6;57,4;
00:00:04,687;55,2;55,2;34,5;57,0;
00:00:04,700;55,1;55,1;34,5;57,1;
00:00:04,712;55,2;55,2;34,5;57,2;
00:00:04,725;55,2;55,2;34,4;57,3;
00:00:04,737;55,2;55,2;34,4;57,3;
00:00:04,750;55,3;55,3;34,5;57,1;
00:00:04,762;55,1;55,1;34,5;57,1;
00:00:04,775;55,0;55,0;34,5;57,2;
00:00:04,787;55,0;55,0;34,3;57,4;
00:00:04,800;55,0;55,0;34,7;57,2;
00:00:04,812;55,5;55,5;34,3;57,1;
00:00:04,825;55,3;55,3;34,4;57,3;
00:00:04,837;55,2;55,2;34,7;57,3;
00:00:04,850;55,2;55,2;34,7;57,4;
00:00:04,862;55,0;55,0;34,9;57,3;
00:00:04,875;55,1;55,1;34,5;57,2;
00:00:04,887;55,1;55,1;34,4;57,3;
00:00:04,900;55,0;55,0;34,3;57,4;
00:00:04,912;55,1;55,1;34,5;57,0;
00:00:04,925;55,1;55,1;34,6;57,1;
00:00:04,937;55,0;55,0;34,5;57,1;
00:00:04,950;55,0;55,0;34,7;57,3;
00:00:04,962;55,0;55,0;34,6;57,1;
00:00:04,975;55,0;55,0;34,6;57,0;
00:00:04,987;55,2;55,2;34,4;57,1;
00:00:05,000;54,9;54,9;34,4;57,2;
00:00:05,012;55,4;55,4;34,5;57,1;
00:00:05,025;55,1;55,1;34,6;57,1;
00:00:05,037;55,1;55,1;34,4;57,2;
00:00:05,050;55,0;55,0;34,5;57,2;
00:00:05,062;55,1;55,1;34,5;57,2;
00:00:05,075;55,3;55,3;34,5;57,3;
00:00:05,087;55,0;55,0;34,3;57,2;
00:00:05,100;55,2;55,2;34,5;57,2;
00:00:05,112;55,1;55,1;34,5;57,2;
00:00:05,125;55,0;55,0;34,5;57,1;
00:00:05,137;55,3;55,3;34,5;57,2;
00:00:05,150;55,0;55,0;34,7;57,2;
00:00:05,162;55,0;55,0;34,5;57,2;
00:00:05,175;55,4;55,4;34,5;57,3;
00:00:05,187;54,9;54,9;34,4;57,0;
00:00:05,200;55,4;55,4;34,3;57,3;
00:00:05,212;55,1;55,1;34,5;57,1;
00:00:05,225;55,0;55,0;34,3;57,2;
00:00:05,237;55,0;55,0;34,5;57,1;
00:00:05,250;55,1;55,1;34,6;56,9;
00:00:05,262;54,9;54,9;34,5;57,4;
00:00:05,275;55,0;55,0;34,3;56,9;
00:00:05,287;55,0;55,0;34,3;57,4;
00:00:05,300;55,0;55,0;34,4;57,3;
00:00:05,312;55,1;55,1;34,6;57,2;
00:00:05,325;55,3;55,3;34,3;57,1;
00:00:05,337;54,9;54,9;34,5;57,1;
00:00:05,350;54,9;54,9;34,3;56,9;
00:00:05,362;55,2;55,2;34,5;57,2;
00:00:05,375;55,0;55,0;34,3;57,0;
00:00:05,387;55,4;55,4;34,3;57,3;
00:00:05,400;55,3;55,3;34,4;57,2;
00:00:05,412;55,1;55,1;34,5;57,1;
